Maximal independent set:  [  2  4  6  9 11 13 16 19 21 23 25 27 29]
Maximal independent set:  [  2  4  6  9 11 13 16 19 21 23 25 27 30]
Maximal independent set:  [  2  4  6  9 11 13 16 19 21 23 25 28 30]
Maximal independent set:  [  2  4  6  9 11 13 16 19 21 23 26 28 30]
Maximal independent set:  [  2  4  6  9 11 13 16 19 21 23 26 29]
Maximal independent set:  [  2  4  6  9 11 13 16 19 21 24 26 28 30]
Maximal independent set:  [  2  4  6  9 11 13 16 19 21 24 26 29]
Maximal independent set:  [  2  4  6  9 11 13 16 19 21 24 27 29]
Maximal independent set:  [  2  4  6  9 11 13 16 19 21 24 27 30]
Maximal independent set:  [  2  4  6  9 11 13 16 19 22 24 26 28 30]
Maximal independent set:  [  2  4  6  9 11 13 16 19 22 24 26 29]
Maximal independent set:  [  2  4  6  9 11 13 16 19 22 24 27 29]
Maximal independent set:  [  2  4  6  9 11 13 16 19 22 24 27 30]
Maximal independent set:  [  2  4  6  9 11 13 16 19 22 25 27 29]
Maximal independent set:  [  2  4  6  9 11 13 16 19 22 25 27 30]
Maximal independent set:  [  2  4  6  9 11 13 16 19 22 25 28 30]
Maximal independent set:  [  2  4  6  9 11 14 16 18 20 22 24 26 28 30]
Maximal independent set:  [  2  4  6  9 11 14 16 18 20 22 24 26 29]
Maximal independent set:  [  2  4  6  9 11 14 16 18 20 22 24 27 29]
Maximal independent set:  [  2  4  6  9 11 14 16 18 20 22 24 27 30]
Maximal independent set:  [  2  4  6  9 11 14 16 18 20 22 25 27 29]
Maximal independent set:  [  2  4  6  9 11 14 16 18 20 22 25 27 30]
Maximal independent set:  [  2  4  6  9 11 14 16 18 20 22 25 28 30]
Maximal independent set:  [  2  4  6  9 11 14 16 18 20 23 25 27 29]
Maximal independent set:  [  2  4  6  9 11 14 16 18 20 23 25 27 30]
Maximal independent set:  [  2  4  6  9 11 14 16 18 20 23 25 28 30]
Maximal independent set:  [  2  4  6  9 11 14 16 18 20 23 26 28 30]
Maximal independent set:  [  2  4  6  9 11 14 16 18 20 23 26 29]
Maximal independent set:  [  2  4  6  9 11 14 16 18 21 23 25 27 29]
Maximal independent set:  [  2  4  6  9 11 14 16 18 21 23 25 27 30]
Maximal independent set:  [  2  4  6  9 11 14 16 18 21 23 25 28 30]
Maximal independent set:  [  2  4  6  9 11 14 16 18 21 23 26 28 30]
Maximal independent set:  [  2  4  6  9 11 14 16 18 21 23 26 29]
Maximal independent set:  [  2  4  6  9 11 14 16 18 21 24 26 28 30]
Maximal independent set:  [  2  4  6  9 11 14 16 18 21 24 26 29]
Maximal independent set:  [  2  4  6  9 11 14 16 18 21 24 27 29]
Maximal independent set:  [  2  4  6  9 11 14 16 18 21 24 27 30]
Maximal independent set:  [  2  4  6  9 11 14 16 19 21 23 25 27 29]
Maximal independent set:  [  2  4  6  9 11 14 16 19 21 23 25 27 30]
Maximal independent set:  [  2  4  6  9 11 14 16 19 21 23 25 28 30]
Maximal independent set:  [  2  4  6  9 11 14 16 19 21 23 26 28 30]
Maximal independent set:  [  2  4  6  9 11 14 16 19 21 23 26 29]
Maximal independent set:  [  2  4  6  9 11 14 16 19 21 24 26 28 30]
Maximal independent set:  [  2  4  6  9 11 14 16 19 21 24 26 29]
Maximal independent set:  [  2  4  6  9 11 14 16 19 21 24 27 29]
Maximal independent set:  [  2  4  6  9 11 14 16 19 21 24 27 30]
Maximal independent set:  [  2  4  6  9 11 14 16 19 22 24 26 28 30]
Maximal independent set:  [  2  4  6  9 11 14 16 19 22 24 26 29]
Maximal independent set:  [  2  4  6  9 11 14 16 19 22 24 27 29]
Maximal independent set:  [  2  4  6  9 11 14 16 19 22 24 27 30]
Maximal independent set:  [  2  4  6  9 11 14 16 19 22 25 27 29]
Maximal independent set:  [  2  4  6  9 11 14 16 19 22 25 27 30]
Maximal independent set:  [  2  4  6  9 11 14 16 19 22 25 28 30]
Maximal independent set:  [  2  4  6  9 11 14 17 19 21 23 25 27 29]
Maximal independent set:  [  2  4  6  9 11 14 17 19 21 23 25 27 30]
Maximal independent set:  [  2  4  6  9 11 14 17 19 21 23 25 28 30]
Maximal independent set:  [  2  4  6  9 11 14 17 19 21 23 26 28 30]
Maximal independent set:  [  2  4  6  9 11 14 17 19 21 23 26 29]
Maximal independent set:  [  2  4  6  9 11 14 17 19 21 24 26 28 30]
Maximal independent set:  [  2  4  6  9 11 14 17 19 21 24 26 29]
Maximal independent set:  [  2  4  6  9 11 14 17 19 21 24 27 29]
Maximal independent set:  [  2  4  6  9 11 14 17 19 21 24 27 30]
Maximal independent set:  [  2  4  6  9 11 14 17 19 22 24 26 28 30]
Maximal independent set:  [  2  4  6  9 11 14 17 19 22 24 26 29]
Maximal independent set:  [  2  4  6  9 11 14 17 19 22 24 27 29]
Maximal independent set:  [  2  4  6  9 11 14 17 19 22 24 27 30]
Maximal independent set:  [  2  4  6  9 11 14 17 19 22 25 27 29]
Maximal independent set:  [  2  4  6  9 11 14 17 19 22 25 27 30]
Maximal independent set:  [  2  4  6  9 11 14 17 19 22 25 28 30]
Maximal independent set:  [  2  4  6  9 11 14 17 20 22 24 26 28 30]
Maximal independent set:  [  2  4  6  9 11 14 17 20 22 24 26 29]
Maximal independent set:  [  2  4  6  9 11 14 17 20 22 24 27 29]
Maximal independent set:  [  2  4  6  9 11 14 17 20 22 24 27 30]
Maximal independent set:  [  2  4  6  9 11 14 17 20 22 25 27 29]
Maximal independent set:  [  2  4  6  9 11 14 17 20 22 25 27 30]
Maximal independent set:  [  2  4  6  9 11 14 17 20 22 25 28 30]
Maximal independent set:  [  2  4  6  9 11 14 17 20 23 25 27 29]
Maximal independent set:  [  2  4  6  9 11 14 17 20 23 25 27 30]
Maximal independent set:  [  2  4  6  9 11 14 17 20 23 25 28 30]
Maximal independent set:  [  2  4  6  9 11 14 17 20 23 26 28 30]
Maximal independent set:  [  2  4  6  9 11 14 17 20 23 26 29]
Maximal independent set:  [  2  4  6  9 12 14 16 18 20 22 24 26 28 30]
Maximal independent set:  [  2  4  6  9 12 14 16 18 20 22 24 26 29]
Maximal independent set:  [  2  4  6  9 12 14 16 18 20 22 24 27 29]
Maximal independent set:  [  2  4  6  9 12 14 16 18 20 22 24 27 30]
Maximal independent set:  [  2  4  6  9 12 14 16 18 20 22 25 27 29]
Maximal independent set:  [  2  4  6  9 12 14 16 18 20 22 25 27 30]
Maximal independent set:  [  2  4  6  9 12 14 16 18 20 22 25 28 30]
Maximal independent set:  [  2  4  6  9 12 14 16 18 20 23 25 27 29]
Maximal independent set:  [  2  4  6  9 12 14 16 18 20 23 25 27 30]
Maximal independent set:  [  2  4  6  9 12 14 16 18 20 23 25 28 30]
Maximal independent set:  [  2  4  6  9 12 14 16 18 20 23 26 28 30]
Maximal independent set:  [  2  4  6  9 12 14 16 18 20 23 26 29]
Maximal independent set:  [  2  4  6  9 12 14 16 18 21 23 25 27 29]
Maximal independent set:  [  2  4  6  9 12 14 16 18 21 23 25 27 30]
Maximal independent set:  [  2  4  6  9 12 14 16 18 21 23 25 28 30]
Maximal independent set:  [  2  4  6  9 12 14 16 18 21 23 26 28 30]
Maximal independent set:  [  2  4  6  9 12 14 16 18 21 23 26 29]
Maximal independent set:  [  2  4  6  9 12 14 16 18 21 24 26 28 30]
Maximal independent set:  [  2  4  6  9 12 14 16 18 21 24 26 29]
Maximal independent set:  [  2  4  6  9 12 14 16 18 21 24 27 29]
Maximal independent set:  [  2  4  6  9 12 14 16 18 21 24 27 30]
Maximal independent set:  [  2  4  6  9 12 14 16 19 21 23 25 27 29]
Maximal independent set:  [  2  4  6  9 12 14 16 19 21 23 25 27 30]
Maximal independent set:  [  2  4  6  9 12 14 16 19 21 23 25 28 30]
Maximal independent set:  [  2  4  6  9 12 14 16 19 21 23 26 28 30]
Maximal independent set:  [  2  4  6  9 12 14 16 19 21 23 26 29]
Maximal independent set:  [  2  4  6  9 12 14 16 19 21 24 26 28 30]
Maximal independent set:  [  2  4  6  9 12 14 16 19 21 24 26 29]
Maximal independent set:  [  2  4  6  9 12 14 16 19 21 24 27 29]
Maximal independent set:  [  2  4  6  9 12 14 16 19 21 24 27 30]
Maximal independent set:  [  2  4  6  9 12 14 16 19 22 24 26 28 30]
Maximal independent set:  [  2  4  6  9 12 14 16 19 22 24 26 29]
Maximal independent set:  [  2  4  6  9 12 14 16 19 22 24 27 29]
Maximal independent set:  [  2  4  6  9 12 14 16 19 22 24 27 30]
Maximal independent set:  [  2  4  6  9 12 14 16 19 22 25 27 29]
Maximal independent set:  [  2  4  6  9 12 14 16 19 22 25 27 30]
Maximal independent set:  [  2  4  6  9 12 14 16 19 22 25 28 30]
Maximal independent set:  [  2  4  6  9 12 14 17 19 21 23 25 27 29]
Maximal independent set:  [  2  4  6  9 12 14 17 19 21 23 25 27 30]
Maximal independent set:  [  2  4  6  9 12 14 17 19 21 23 25 28 30]
Maximal independent set:  [  2  4  6  9 12 14 17 19 21 23 26 28 30]
Maximal independent set:  [  2  4  6  9 12 14 17 19 21 23 26 29]
Maximal independent set:  [  2  4  6  9 12 14 17 19 21 24 26 28 30]
Maximal independent set:  [  2  4  6  9 12 14 17 19 21 24 26 29]
Maximal independent set:  [  2  4  6  9 12 14 17 19 21 24 27 29]
Maximal independent set:  [  2  4  6  9 12 14 17 19 21 24 27 30]
Maximal independent set:  [  2  4  6  9 12 14 17 19 22 24 26 28 30]
Maximal independent set:  [  2  4  6  9 12 14 17 19 22 24 26 29]
Maximal independent set:  [  2  4  6  9 12 14 17 19 22 24 27 29]
Maximal independent set:  [  2  4  6  9 12 14 17 19 22 24 27 30]
Maximal independent set:  [  2  4  6  9 12 14 17 19 22 25 27 29]
Maximal independent set:  [  2  4  6  9 12 14 17 19 22 25 27 30]
Maximal independent set:  [  2  4  6  9 12 14 17 19 22 25 28 30]
Maximal independent set:  [  2  4  6  9 12 14 17 20 22 24 26 28 30]
Maximal independent set:  [  2  4  6  9 12 14 17 20 22 24 26 29]
Maximal independent set:  [  2  4  6  9 12 14 17 20 22 24 27 29]
Maximal independent set:  [  2  4  6  9 12 14 17 20 22 24 27 30]
Maximal independent set:  [  2  4  6  9 12 14 17 20 22 25 27 29]
Maximal independent set:  [  2  4  6  9 12 14 17 20 22 25 27 30]
Maximal independent set:  [  2  4  6  9 12 14 17 20 22 25 28 30]
Maximal independent set:  [  2  4  6  9 12 14 17 20 23 25 27 29]
Maximal independent set:  [  2  4  6  9 12 14 17 20 23 25 27 30]
Maximal independent set:  [  2  4  6  9 12 14 17 20 23 25 28 30]
Maximal independent set:  [  2  4  6  9 12 14 17 20 23 26 28 30]
Maximal independent set:  [  2  4  6  9 12 14 17 20 23 26 29]
Maximal independent set:  [  2  4  6  9 12 15 17 19 21 23 25 27 29]
Maximal independent set:  [  2  4  6  9 12 15 17 19 21 23 25 27 30]
Maximal independent set:  [  2  4  6  9 12 15 17 19 21 23 25 28 30]
Maximal independent set:  [  2  4  6  9 12 15 17 19 21 23 26 28 30]
Maximal independent set:  [  2  4  6  9 12 15 17 19 21 23 26 29]
Maximal independent set:  [  2  4  6  9 12 15 17 19 21 24 26 28 30]
Maximal independent set:  [  2  4  6  9 12 15 17 19 21 24 26 29]
Maximal independent set:  [  2  4  6  9 12 15 17 19 21 24 27 29]
Maximal independent set:  [  2  4  6  9 12 15 17 19 21 24 27 30]
Maximal independent set:  [  2  4  6  9 12 15 17 19 22 24 26 28 30]
Maximal independent set:  [  2  4  6  9 12 15 17 19 22 24 26 29]
Maximal independent set:  [  2  4  6  9 12 15 17 19 22 24 27 29]
Maximal independent set:  [  2  4  6  9 12 15 17 19 22 24 27 30]
Maximal independent set:  [  2  4  6  9 12 15 17 19 22 25 27 29]
Maximal independent set:  [  2  4  6  9 12 15 17 19 22 25 27 30]
Maximal independent set:  [  2  4  6  9 12 15 17 19 22 25 28 30]
Maximal independent set:  [  2  4  6  9 12 15 17 20 22 24 26 28 30]
Maximal independent set:  [  2  4  6  9 12 15 17 20 22 24 26 29]
Maximal independent set:  [  2  4  6  9 12 15 17 20 22 24 27 29]
Maximal independent set:  [  2  4  6  9 12 15 17 20 22 24 27 30]
Maximal independent set:  [  2  4  6  9 12 15 17 20 22 25 27 29]
Maximal independent set:  [  2  4  6  9 12 15 17 20 22 25 27 30]
Maximal independent set:  [  2  4  6  9 12 15 17 20 22 25 28 30]
Maximal independent set:  [  2  4  6  9 12 15 17 20 23 25 27 29]
Maximal independent set:  [  2  4  6  9 12 15 17 20 23 25 27 30]
Maximal independent set:  [  2  4  6  9 12 15 17 20 23 25 28 30]
Maximal independent set:  [  2  4  6  9 12 15 17 20 23 26 28 30]
Maximal independent set:  [  2  4  6  9 12 15 17 20 23 26 29]
Maximal independent set:  [  2  4  6  9 12 15 18 20 22 24 26 28 30]
Maximal independent set:  [  2  4  6  9 12 15 18 20 22 24 26 29]
Maximal independent set:  [  2  4  6  9 12 15 18 20 22 24 27 29]
Maximal independent set:  [  2  4  6  9 12 15 18 20 22 24 27 30]
Maximal independent set:  [  2  4  6  9 12 15 18 20 22 25 27 29]
Maximal independent set:  [  2  4  6  9 12 15 18 20 22 25 27 30]
Maximal independent set:  [  2  4  6  9 12 15 18 20 22 25 28 30]
Maximal independent set:  [  2  4  6  9 12 15 18 20 23 25 27 29]
Maximal independent set:  [  2  4  6  9 12 15 18 20 23 25 27 30]
Maximal independent set:  [  2  4  6  9 12 15 18 20 23 25 28 30]
Maximal independent set:  [  2  4  6  9 12 15 18 20 23 26 28 30]
Maximal independent set:  [  2  4  6  9 12 15 18 20 23 26 29]
Maximal independent set:  [  2  4  6  9 12 15 18 21 23 25 27 29]
Maximal independent set:  [  2  4  6  9 12 15 18 21 23 25 27 30]
Maximal independent set:  [  2  4  6  9 12 15 18 21 23 25 28 30]
Maximal independent set:  [  2  4  6  9 12 15 18 21 23 26 28 30]
Maximal independent set:  [  2  4  6  9 12 15 18 21 23 26 29]
Maximal independent set:  [  2  4  6  9 12 15 18 21 24 26 28 30]
Maximal independent set:  [  2  4  6  9 12 15 18 21 24 26 29]
Maximal independent set:  [  2  4  6  9 12 15 18 21 24 27 29]
Maximal independent set:  [  2  4  6  9 12 15 18 21 24 27 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 21 23 25 27 29]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 21 23 25 27 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 21 23 25 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 21 23 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 21 23 26 29]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 21 24 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 21 24 26 29]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 21 24 27 29]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 21 24 27 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 22 24 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 22 24 26 29]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 22 24 27 29]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 22 24 27 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 22 25 27 29]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 22 25 27 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 19 22 25 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 20 22 24 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 20 22 24 26 29]
Maximal independent set:  [  2  4  7  9 11 13 15 17 20 22 24 27 29]
Maximal independent set:  [  2  4  7  9 11 13 15 17 20 22 24 27 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 20 22 25 27 29]
Maximal independent set:  [  2  4  7  9 11 13 15 17 20 22 25 27 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 20 22 25 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 20 23 25 27 29]
Maximal independent set:  [  2  4  7  9 11 13 15 17 20 23 25 27 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 20 23 25 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 20 23 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 17 20 23 26 29]
Maximal independent set:  [  2  4  7  9 11 13 15 18 20 22 24 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 18 20 22 24 26 29]
Maximal independent set:  [  2  4  7  9 11 13 15 18 20 22 24 27 29]
Maximal independent set:  [  2  4  7  9 11 13 15 18 20 22 24 27 30]
Maximal independent set:  [  2  4  7  9 11 13 15 18 20 22 25 27 29]
Maximal independent set:  [  2  4  7  9 11 13 15 18 20 22 25 27 30]
Maximal independent set:  [  2  4  7  9 11 13 15 18 20 22 25 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 18 20 23 25 27 29]
Maximal independent set:  [  2  4  7  9 11 13 15 18 20 23 25 27 30]
Maximal independent set:  [  2  4  7  9 11 13 15 18 20 23 25 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 18 20 23 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 18 20 23 26 29]
Maximal independent set:  [  2  4  7  9 11 13 15 18 21 23 25 27 29]
Maximal independent set:  [  2  4  7  9 11 13 15 18 21 23 25 27 30]
Maximal independent set:  [  2  4  7  9 11 13 15 18 21 23 25 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 18 21 23 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 18 21 23 26 29]
Maximal independent set:  [  2  4  7  9 11 13 15 18 21 24 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 15 18 21 24 26 29]
Maximal independent set:  [  2  4  7  9 11 13 15 18 21 24 27 29]
Maximal independent set:  [  2  4  7  9 11 13 15 18 21 24 27 30]
Maximal independent set:  [  2  4  7  9 11 13 16 18 20 22 24 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 16 18 20 22 24 26 29]
Maximal independent set:  [  2  4  7  9 11 13 16 18 20 22 24 27 29]
Maximal independent set:  [  2  4  7  9 11 13 16 18 20 22 24 27 30]
Maximal independent set:  [  2  4  7  9 11 13 16 18 20 22 25 27 29]
Maximal independent set:  [  2  4  7  9 11 13 16 18 20 22 25 27 30]
Maximal independent set:  [  2  4  7  9 11 13 16 18 20 22 25 28 30]
Maximal independent set:  [  2  4  7  9 11 13 16 18 20 23 25 27 29]
Maximal independent set:  [  2  4  7  9 11 13 16 18 20 23 25 27 30]
Maximal independent set:  [  2  4  7  9 11 13 16 18 20 23 25 28 30]
Maximal independent set:  [  2  4  7  9 11 13 16 18 20 23 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 16 18 20 23 26 29]
Maximal independent set:  [  2  4  7  9 11 13 16 18 21 23 25 27 29]
Maximal independent set:  [  2  4  7  9 11 13 16 18 21 23 25 27 30]
Maximal independent set:  [  2  4  7  9 11 13 16 18 21 23 25 28 30]
Maximal independent set:  [  2  4  7  9 11 13 16 18 21 23 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 16 18 21 23 26 29]
Maximal independent set:  [  2  4  7  9 11 13 16 18 21 24 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 16 18 21 24 26 29]
Maximal independent set:  [  2  4  7  9 11 13 16 18 21 24 27 29]
Maximal independent set:  [  2  4  7  9 11 13 16 18 21 24 27 30]
Maximal independent set:  [  2  4  7  9 11 13 16 19 21 23 25 27 29]
Maximal independent set:  [  2  4  7  9 11 13 16 19 21 23 25 27 30]
Maximal independent set:  [  2  4  7  9 11 13 16 19 21 23 25 28 30]
Maximal independent set:  [  2  4  7  9 11 13 16 19 21 23 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 16 19 21 23 26 29]
Maximal independent set:  [  2  4  7  9 11 13 16 19 21 24 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 16 19 21 24 26 29]
Maximal independent set:  [  2  4  7  9 11 13 16 19 21 24 27 29]
Maximal independent set:  [  2  4  7  9 11 13 16 19 21 24 27 30]
Maximal independent set:  [  2  4  7  9 11 13 16 19 22 24 26 28 30]
Maximal independent set:  [  2  4  7  9 11 13 16 19 22 24 26 29]
Maximal independent set:  [  2  4  7  9 11 13 16 19 22 24 27 29]
Maximal independent set:  [  2  4  7  9 11 13 16 19 22 24 27 30]
Maximal independent set:  [  2  4  7  9 11 13 16 19 22 25 27 29]
Maximal independent set:  [  2  4  7  9 11 13 16 19 22 25 27 30]
Maximal independent set:  [  2  4  7  9 11 13 16 19 22 25 28 30]
Maximal independent set:  [  2  4  7  9 11 14 16 18 20 22 24 26 28 30]
Maximal independent set:  [  2  4  7  9 11 14 16 18 20 22 24 26 29]
Maximal independent set:  [  2  4  7  9 11 14 16 18 20 22 24 27 29]
Maximal independent set:  [  2  4  7  9 11 14 16 18 20 22 24 27 30]
Maximal independent set:  [  2  4  7  9 11 14 16 18 20 22 25 27 29]
Maximal independent set:  [  2  4  7  9 11 14 16 18 20 22 25 27 30]
Maximal independent set:  [  2  4  7  9 11 14 16 18 20 22 25 28 30]
Maximal independent set:  [  2  4  7  9 11 14 16 18 20 23 25 27 29]
Maximal independent set:  [  2  4  7  9 11 14 16 18 20 23 25 27 30]
Maximal independent set:  [  2  4  7  9 11 14 16 18 20 23 25 28 30]
Maximal independent set:  [  2  4  7  9 11 14 16 18 20 23 26 28 30]
Maximal independent set:  [  2  4  7  9 11 14 16 18 20 23 26 29]
Maximal independent set:  [  2  4  7  9 11 14 16 18 21 23 25 27 29]
Maximal independent set:  [  2  4  7  9 11 14 16 18 21 23 25 27 30]
Maximal independent set:  [  2  4  7  9 11 14 16 18 21 23 25 28 30]
Maximal independent set:  [  2  4  7  9 11 14 16 18 21 23 26 28 30]
Maximal independent set:  [  2  4  7  9 11 14 16 18 21 23 26 29]
Maximal independent set:  [  2  4  7  9 11 14 16 18 21 24 26 28 30]
Maximal independent set:  [  2  4  7  9 11 14 16 18 21 24 26 29]
